hora,800,802,806,808,810,812,812r,814,816,818,820,822,824,826,828,830,832,834,836,838,840,842,844,846,848,850,852,852r,854,856,858,860,862,864
0,1.0505970659065016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.0505970903489994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1.0505949800956955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1.0505949776249717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1.0505970879234294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1.05063939179868,1.0505191271120267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1.0506384889471005,1.050565999119799,1.0505296461306293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1.050690617123599,1.0506708371916726,1.0506692177879258,1.0507981265196211,,1.0506675269245014,1.0507286142695735,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1.0506147499205003,1.0505948413616486,1.050594888974415,1.0507803139203222,,1.0506704647781613,1.0507256848297373,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1.0505896727952035,1.050569534419555,1.0505700133645255,1.050772128124528,,1.0506692408056133,1.0507225100112205,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1.0505646046103954,1.0505442495712183,1.0505451692049614,1.0507642357973936,,1.0506688285042156,1.0507201510647446,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,1.050739727900373,,1.0506673208528565,1.050712815913079,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,1.0507356298031252,,1.0506672464091984,1.050711772248047,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1.0505019722957019,,,1.0507463364339251,,1.0506724509908656,1.050718926594882,1.0505002994745904,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1.0505646008967167,1.050544330111952,1.0505453061691836,1.0507654135637945,,1.0506711924984207,1.050722517395566,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
