hora,iteracao_k,erro_de_consenso_global,erro_de_consenso_max_intra_particao,enlaces_ativos,lambda_2,agente_isolado_c3,tensao_vista_pelo_controle_pu,tensao_maxima_barras_pv_pu,rho_816,tensao_816,rho_824,tensao_824,rho_828,tensao_828,rho_830,tensao_830,rho_850,tensao_850,rho_832,tensao_832,arquitetura,cenario
7,1,0.01166788906688969,0.01166788906688969,5,0.2679491924311227,False,1.056261646345798,1.0562090401209847,0.03130823172899033,1.0562010340562027,0.0,1.0558325065024867,0.0,1.0557716098237258,0.0,1.0539409652965073,0.0,1.0562090401209847,0.0,1.0502210026912888,leader_follower,C1
7,2,0.02099082890120572,0.02099082890120572,5,0.2679491924311227,False,1.0562090401209847,1.0561550426916801,0.05713539371241527,1.0561468043500697,0.005218038621498389,1.0557768133725007,0.0,1.0557159190447238,0.0,1.0538853082588198,0.0,1.0561550426916801,0.0,1.050165323519587,leader_follower,C1
7,3,0.028885069950686425,0.028885069950686425,5,0.2679491924311227,False,1.0561550426916801,1.0561008822372981,0.07925771465566298,1.0560924109810155,0.013001258033068137,1.055720049107398,0.0008696731035830647,1.0556591434888587,0.0,1.0538285669178626,0.0,1.0561008822372981,0.0,1.050108559302968,leader_follower,C1
7,4,0.035801608837938106,0.035801608837938106,5,0.2679491924311227,False,1.0561008822372981,1.0560470576861254,0.098719383071721,1.056038355009316,0.022022069981919763,1.0556630348560345,0.002746658407900066,1.0556020990611026,0.00014494551726384412,1.053771486229071,0.0,1.0560470576861254,0.0,1.0500514554045939,leader_follower,C1
7,5,0.04198986341842824,0.04198986341842824,5,0.2679491924311227,False,1.0560470576861254,1.0559937635615562,0.11617178598738086,1.0559848318952973,0.031592386901216685,1.0556061528015788,0.005525608188463978,1.0555451669821456,0.0005544067461592404,1.0537143824395747,2.4157586210640684e-05,1.0559937635615562,0.0,1.049994328239442,leader_follower,C1
7,6,0.04760207976923861,0.04760207976923861,5,0.2679491924311227,False,1.0559937635615562,1.0559410857274052,0.13204403728080077,1.0559319280939095,0.04134449029678526,1.0555496115337006,0.009041537733538638,1.0554885571611394,0.0012945654598852632,1.0536574343856888,0.00010850618183363384,1.0559410857274052,4.0262643684401135e-06,1.0499373567376262,leader_follower,C1
7,7,0.05273883266773123,0.05273883266773123,5,0.2679491924311227,False,1.0559410857274052,1.0558890464867192,0.14663287475382392,1.0558796661690124,0.05107725603358007,1.0554935131969634,0.013134201115137512,1.055432373512322,0.002388050959152221,1.0536007275743646,0.00028876940859803976,1.0558890464867192,2.1439583945972403e-05,1.0498806138322536,leader_follower,C1
7,8,0.05747076228301508,0.05747076228301508,5,0.2679491924311227,False,1.0558890464867192,1.0558376496233424,0.1601521707340458,1.0558280500707686,0.06067935000054695,1.0554379183809686,0.017667018575547054,1.0553766786375949,0.003829195726724073,1.053544321115414,0.000594094696248392,1.0558376496233424,6.599455472131697e-05,1.0498241472612815,leader_follower,C1
7,9,0.061849924546662854,0.061849924546662854,5,0.2679491924311227,False,1.0558376496233424,1.055786891413612,0.17276161539517426,1.055777076166131,0.07008943155196344,1.0553828646356564,0.022529436671576537,1.055321512014067,0.005596316029781956,1.05348825887973,0.0010452615110731597,1.055786891413612,0.00015401124497582948,1.0497679891892011,leader_follower,C1
7,10,0.0659161632499735,0.0659161632499735,5,0.2679491924311227,False,1.055786891413612,1.0557367595608889,0.18458404182269855,1.055726732171916,0.07927479637910076,1.0553283695025364,0.027633915711341925,1.0552668928559419,0.00765999371696292,1.053432567106259,0.001655228886508404,1.0557367595608889,0.0003025529559920512,1.0497121518302628,leader_follower,C1
7,11,0.06970091349390863,0.06970091349390863,5,0.2679491924311227,False,1.0557367595608889,1.0556872394115335,0.19571629871987634,1.055677003404674,0.08821952384174059,1.0552744404822896,0.03291174215690523,1.0552128301067831,0.009988186577617,1.0533772633949645,0.0024305770364980977,1.0556872394115335,0.0005279989444114434,1.049656639305841,leader_follower,C1
7,12,0.07322960985185058,0.07322960985185058,5,0.2679491924311227,False,1.0556872394115335,1.0556383154436018,0.2062363666311878,1.0556278742840053,0.09691768937395732,1.055221078722122,0.03830911317449642,1.0551593261454697,0.012549177583978555,1.0533223593670746,0.003373082278003472,1.0556383154436018,0.0008450952930925524,1.0496014511029312,leader_follower,C1
7,13,0.07652327936476372,0.07652327936476372,5,0.2679491924311227,False,1.0556383154436018,1.0555899720626556,0.21620816430632464,1.0555793291388547,0.10536937288358558,1.0551682813170187,0.04378388660932026,1.0551063791156752,0.015313150964735685,1.0532678624359564,0.004481100331514166,1.0555899720626556,0.0012664264572443723,1.0495465842737404,leader_follower,C1
7,14,0.07959963571709093,0.07959963571709093,5,0.2679491924311227,False,1.0555899720626556,1.0555421939960439,0.22568489271581252,1.0555313526092767,0.11357825707499787,1.0551160427579565,0.04930301171426705,1.0550539844031206,0.01825293179996286,1.0532137770056476,0.0057506631246727865,1.0555421939960439,0.0018022054362893379,1.049492034805755,leader_follower,C1
7,15,0.08247385387879208,0.08247385387879208,5,0.2679491924311227,False,1.0555421939960439,1.055494966542704,0.23471142342256257,1.055483929901485,0.12155015545501184,1.0550643559309603,0.05484053928867149,1.055002135660863,0.02134423367313188,1.0531601053706403,0.0071762982891572236,1.055494966542704,0.0024602817176865794,1.0494377985222014,leader_follower,C1
7,16,0.08515913191811247,0.08515913191811247,5,0.2679491924311227,False,1.055494966542704,1.055448275649504,0.24332604480815737,1.0554370468676693,0.12929209742188025,1.0550132127290683,0.06037609104713828,1.0549508254432747,0.02456562871172604,1.053106848297955,0.008751618091241226,1.055448275649504,0.0032462844795983535,1.0493838715443986,leader_follower,C1
7,17,0.08766710609798427,0.08766710609798427,5,0.2679491924311227,False,1.055448275649504,1.0554021079568514,0.2515617651579646,1.055390690053886,0.1368117542571361,1.0549626044870803,0.0658936817203599,1.0549000456589641,0.027898370664213943,1.0530540054696986,0.010469730926048216,1.0554021079568514,0.004163840081538832,1.0493302505549014,leader_follower,C1
7,18,0.09000816214419226,0.09000816214419226,5,0.2679491924311227,False,1.0554021079568514,1.0553564507967972,0.25944730312541664,1.0553448466996358,0.14411707731781148,1.054912522266429,0.07138080863379828,1.054849787870495,0.03132614921721065,1.0530015757942437,0.012323522408324274,1.0553564507967972,0.005214821888957063,1.0492769329066098,leader_follower,C1
7,19,0.09219167137326223,0.09219167137326223,5,0.2679491924311227,False,1.0553564507967972,1.0553112921501895,0.2670078528081348,1.055299504695841,0.15121607017174346,1.0548629570234251,0.07682774351170255,1.05480004347449,0.03483482131849419,1.0529495576027443,0.014305843456577467,1.0553112921501895,0.006399605308851598,1.0492239166044934,leader_follower,C1
7,20,0.09422617149421227,0.09422617149421227,5,0.2679491924311227,False,1.0553112921501895,1.055266620629388,0.27426568311968347,1.0552546525681097,0.15811664616780188,1.0548138997538585,0.08222697758950798,1.05475080385611,0.03841214537370946,1.052897948830573,0.01640963340894261,1.055266620629388,0.007717311666805909,1.0491712002938582,leader_follower,C1
7,21,0.09611950621974952,0.09611950621974952,5,0.2679491924311227,False,1.055266620629388,1.055222425430473,0.28124061344130924,1.0552102794291314,0.16482654089673315,1.0547653415654759,0.08757278364992388,1.054702060469304,0.04204753208221474,1.0528467471183374,0.018627998446047636,1.055222425430473,0.009166031957162025,1.049118783172047,leader_follower,C1
7,22,0.0978789338289745,0.0978789338289745,5,0.2679491924311227,False,1.055222425430473,1.0551786962780245,0.28795039516957777,1.05516637492353,0.17135326011302762,1.0547172737163257,0.0928608679297739,1.0546538048816005,0.04573181840413841,1.0527959498795574,0.02095425963726122,1.0551786962780245,0.010743026371976293,1.0490666648919431,leader_follower,C1
7,23,0.09951121216676136,0.09951121216676136,5,0.2679491924311227,False,1.0551786962780245,1.0551354234070212,0.2944110207169418,1.0551229292097861,0.17770405059191036,1.0546696876715023,0.0980880917060436,1.054606028836296,0.04945706686393146,1.0527455543882536,0.023381980554193264,1.0551354234070212,0.012444898582857114,1.0490148455123132,leader_follower,C1
7,24,0.1010226657174627,0.1010226657174627,5,0.2679491924311227,False,1.0551354234070212,1.0550925974989322,0.3006369760645421,1.0550799328961757,0.18388588579843781,1.054622575094435,0.1032522473800027,1.0545587242479468,0.05321638995266045,1.0526955577905013,0.02590498127726027,1.0550925974989322,0.014267745578079806,1.0489633253787858,leader_follower,C1
7,25,0.10241923886688384,0.10241923886688384,5,0.2679491924311227,False,1.0550925974989322,1.0550502096664225,0.3066414485148524,1.055037377025377,0.18990546110638268,1.054575927877937,0.10835187754518484,1.0545118832371163,0.05700379807798413,1.0526459571595759,0.028517343439963556,1.0550502096664225,0.01620728486127655,1.048912105077241,leader_follower,C1
7,26,0.1037065386022946,0.1037065386022946,5,0.2679491924311227,False,1.0550502096664225,1.0550082514242838,0.31243649894555303,1.054995253045283,0.195769195080928,1.0545297381522842,0.11338612822751769,1.0544654981415398,0.06081406888284748,1.0525967495256563,0.031213409449852483,1.0550082514242838,0.018258961291057717,1.0488611853780585,leader_follower,C1
7,27,0.10488986903495175,0.10488986903495175,5,0.2679491924311227,False,1.0550082514242838,1.0549667146332515,0.31803320542286756,1.054953552752644,0.20148323458279713,1.054483998257508,0.11835462947897436,1.054419561490886,0.06464263553479335,1.0525479318646211,0.03398777799555252,1.0549667146332515,0.02041803598419018,1.0488105671483756,leader_follower,C1
7,28,0.10597425954414712,0.10597425954414712,5,0.2679491924311227,False,1.0549667146332515,1.0549255914977116,0.3234417834491133,1.054912268290629,0.20705346220550508,1.0544387007649352,0.12325739800558132,1.054374066030442,0.06848549160228339,1.052499501136538,0.036835297250198934,1.0549255914977116,0.022679659652750567,1.0487602513309349,leader_follower,C1
7,29,0.10696448803925393,0.10696448803925393,5,0.2679491924311227,False,1.0549255914977116,1.054884874533968,0.32867168739706965,1.054871392116948,0.21248550504611916,1.0543938384647795,0.1280947576383523,1.0543290047105085,0.07233911027748563,1.0524514542881527,0.03975105670930495,1.054884874533968,0.02503893258565863,1.048710238896272,leader_follower,C1
7,30,0.10786510037175322,0.10786510037175322,5,0.2679491924311227,False,1.054884874533968,1.0548445565609774,0.3337316963417513,1.0548309169944907,0.21778474420331642,1.054349404374136,0.13286727431283565,1.0542843706960403,0.07620037590959997,1.052403788277608,0.04273037828339401,1.0548445565609774,0.027490953272933015,1.0486605308329138,leader_follower,C1
7,31,0.10868042676489793,0.10868042676489793,5,0.2679491924311227,False,1.0548445565609774,1.0548046306537369,0.33862998712356573,1.0547908359445226,0.22295632457797546,1.0543053917013294,0.13757570289404317,1.0542401573321418,0.08006652603910493,1.0523565000473352,0.04576880705268484,1.0548046306537369,0.030030857441343182,1.0486111280803212,leader_follower,C1
