arquitetura,cenario,hora,barra,tensao_maxima_pu,tensao_minima_pu,numero_de_fases,fases_com_sobretensao,fases_com_subtensao,barra_com_sobretensao,barra_com_subtensao
sem_controle,sem_controle,0,800,1.0505970659065018,1.0504656212721262,3,1,0,True,False
sem_controle,sem_controle,0,802,1.0504421199066523,1.0499175296126153,3,0,0,False,False
sem_controle,sem_controle,0,806,1.0503505197609486,1.0495462333245447,3,0,0,False,False
sem_controle,sem_controle,0,808,1.0488218033342505,1.0425063538380583,3,0,0,False,False
sem_controle,sem_controle,0,810,1.0481881673273463,1.0481881673273463,1,0,0,False,False
sem_controle,sem_controle,0,812,1.0467683189322863,1.034227825068756,3,0,0,False,False
sem_controle,sem_controle,0,812r,1.0468168682522108,1.0342369920198355,3,0,0,False,False
sem_controle,sem_controle,0,814,1.0450777182014845,1.0275674187388606,3,0,0,False,False
sem_controle,sem_controle,0,850,1.0450761113146874,1.0275638076578446,3,0,0,False,False
sem_controle,sem_controle,0,816,1.0450262948633384,1.0274518607173087,3,0,0,False,False
sem_controle,sem_controle,0,818,1.0270438965782036,1.0270438965782036,1,0,0,False,False
sem_controle,sem_controle,0,824,1.0435191673339033,1.0255439935670974,3,0,0,False,False
sem_controle,sem_controle,0,820,1.0165401660583826,1.0165401660583826,1,0,0,False,False
sem_controle,sem_controle,0,822,1.0151808172132315,1.0151808172132315,1,0,0,False,False
sem_controle,sem_controle,0,826,1.042826580743608,1.042826580743608,1,0,0,False,False
sem_controle,sem_controle,0,828,1.0433881517951473,1.0253889270472425,3,0,0,False,False
sem_controle,sem_controle,0,830,1.0402417834114022,1.0216582476635763,3,0,0,False,False
sem_controle,sem_controle,0,854,1.0401697086680164,1.0215732447429895,3,0,0,False,False
sem_controle,sem_controle,0,832,1.035054528358762,1.0155980183234476,3,0,0,False,False
sem_controle,sem_controle,0,858,1.0346026047163697,1.0150201159766377,3,0,0,False,False
sem_controle,sem_controle,0,834,1.0341082741121037,1.014368273257928,3,0,0,False,False
sem_controle,sem_controle,0,860,1.0339366785608928,1.014166811249215,3,0,0,False,False
sem_controle,sem_controle,0,842,1.0341183743737605,1.0143739171457695,3,0,0,False,False
sem_controle,sem_controle,0,836,1.033872728017276,1.0140721456722646,3,0,0,False,False
sem_controle,sem_controle,0,840,1.0338604838046286,1.0140607431039363,3,0,0,False,False
sem_controle,sem_controle,0,862,1.0338746510351784,1.0140714735707794,3,0,0,False,False
sem_controle,sem_controle,0,844,1.034167276775422,1.0144079247847047,3,0,0,False,False
sem_controle,sem_controle,0,846,1.0345427033559211,1.0147418289988284,3,0,0,False,False
sem_controle,sem_controle,0,848,1.0345999499540979,1.0147898321041673,3,0,0,False,False
sem_controle,sem_controle,0,852r,1.035055935320048,1.0155996680234003,3,0,0,False,False
sem_controle,sem_controle,0,856,1.0394169629504515,1.0394169629504515,1,0,0,False,False
sem_controle,sem_controle,0,852,1.0350106438082614,1.0155639144452508,3,0,0,False,False
sem_controle,sem_controle,0,864,1.0150180219728129,1.0150180219728129,1,0,0,False,False
sem_controle,sem_controle,0,838,1.0321864358637376,1.0321864358637376,1,0,0,False,False
sem_controle,sem_controle,1,800,1.0505970903489996,1.0504656592070765,3,1,0,True,False
sem_controle,sem_controle,1,802,1.0504421506908705,1.049917627041723,3,0,0,False,False
sem_controle,sem_controle,1,806,1.0503505548047238,1.0495463706505241,3,0,0,False,False
sem_controle,sem_controle,1,808,1.0488219187631438,1.0425072349613749,3,0,0,False,False
sem_controle,sem_controle,1,810,1.0481887656268087,1.0481887656268087,1,0,0,False,False
sem_controle,sem_controle,1,812,1.0467685320006883,1.0342295710325542,3,0,0,False,False
sem_controle,sem_controle,1,812r,1.0468170832886865,1.0342387443415293,3,0,0,False,False
sem_controle,sem_controle,1,814,1.0450780124079344,1.0275698568365201,3,0,0,False,False
sem_controle,sem_controle,1,850,1.0450764055625177,1.027566246055932,3,0,0,False,False
sem_controle,sem_controle,1,816,1.045026590394128,1.0274543084287893,3,0,0,False,False
sem_controle,sem_controle,1,818,1.0270463856582657,1.0270463856582657,1,0,0,False,False
sem_controle,sem_controle,1,824,1.0435194971179793,1.0255465639190633,3,0,0,False,False
sem_controle,sem_controle,1,820,1.0165438223664736,1.0165438223664736,1,0,0,False,False
sem_controle,sem_controle,1,822,1.015184644370305,1.015184644370305,1,0,0,False,False
sem_controle,sem_controle,1,826,1.0428284301037312,1.0428284301037312,1,0,0,False,False
sem_controle,sem_controle,1,828,1.043388484707053,1.0253915074168265,3,0,0,False,False
sem_controle,sem_controle,1,830,1.0402421909746449,1.021661066505536,3,0,0,False,False
sem_controle,sem_controle,1,854,1.0401701181287502,1.0215760695095129,3,0,0,False,False
sem_controle,sem_controle,1,832,1.035055078078631,1.0156012669708931,3,0,0,False,False
sem_controle,sem_controle,1,858,1.0346031727925808,1.0150234219870602,3,0,0,False,False
sem_controle,sem_controle,1,834,1.0341088605446025,1.0143716441978492,3,0,0,False,False
sem_controle,sem_controle,1,860,1.0339372687539001,1.0141701966671428,3,0,0,False,False
sem_controle,sem_controle,1,842,1.0341189610112322,1.014377289120661,3,0,0,False,False
sem_controle,sem_controle,1,836,1.0338733197815844,1.0140755390790348,3,0,0,False,False
sem_controle,sem_controle,1,840,1.0338610758590185,1.01406413723379,3,0,0,False,False
