hora,800,802,806,808,810,812,812r,814,816,818,820,822,824,826,828,830,832,834,836,838,840,842,844,846,848,850,852,852r,854,856,858,860,862,864
0,1.0505970659065016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.0505970903489994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1.0505949800956955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1.0505949776249717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1.0505970879234294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1.05063939179868,1.0505191271120267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1.0506384889471005,1.050565999119799,1.0505296461306293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1.050690596311843,1.0506707730482774,1.0506691246115187,1.0507974957944095,,1.0506662789612824,1.0507273629959935,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1.050614767088081,1.0505948879753717,1.0505949553216405,1.05078074620954,,1.0506713186772068,1.0507265412778675,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1.050589693413824,1.0505695882339436,1.050570089426753,1.0507726169672031,,1.0506702057269168,1.0507234779302168,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1.0506874646477333,1.0509164992627615,1.0510845491595213,1.054403174607867,1.0528132947868252,1.0578874932754094,1.0579584827313055,1.0605445611652722,1.0605499225652424,,,,1.0608520426612322,1.0572971022676108,1.0608062530791245,1.0587295059051085,1.0531810597523588,1.051635954517061,1.0513553213114109,,1.0513407111893336,1.0516372155180624,1.0516435439627556,1.0520135587210264,1.0520704991962568,1.060545156983626,1.0531451056964543,1.053182565763507,1.0586528294831898,1.0548282589628089,1.0524521039303882,1.0514314579959256,1.05135757959108,
11,,,,1.050739930087001,,1.0506677176194197,1.0507132142367226,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,1.0507349370882706,,1.0506658702125713,1.050710392707737,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1.0505019028968352,,,1.05074418826336,,1.0506681922614094,1.0507146565634953,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1.0505646230756238,1.050544394479569,1.050545398809019,1.0507660303895017,,1.0506724130356375,1.050723741368582,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
