hora,P_disponivel_kw_816,P_gerada_kw_816,rho_816,P_disponivel_kw_824,P_gerada_kw_824,rho_824,P_disponivel_kw_828,P_gerada_kw_828,rho_828,P_disponivel_kw_830,P_gerada_kw_830,rho_830,P_disponivel_kw_850,P_gerada_kw_850,rho_850,P_disponivel_kw_832,P_gerada_kw_832,rho_832
0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
1,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
2,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
3,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
4,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
5,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
6,15.625241782068514,15.625241782068514,0.0,18.7503236717592,18.7503236717592,0.0,12.500217712144039,12.500217712144039,0.0,16.250349249231203,16.250349249231203,0.0,11.250173385025839,11.250173385025839,0.0,14.375428037447017,14.375428037447017,0.0
7,46.87517293313687,17.95990522702268,0.6168567381880613,56.25022149623055,22.325349647802696,0.6031064232030113,37.5001485947879,15.329357284119816,0.5912187227672488,48.75022589866941,20.389073487041784,0.5817644885661339,33.75012402307615,14.337130727054998,0.575197653994982,43.12526281682057,18.464790783937495,0.5718334863377719
8,85.41699496303387,36.37219175132235,0.5741808040613023,102.5004215291612,45.18291223159447,0.5591928547466516,68.33361530758741,31.06893393392815,0.5453344896767764,88.8337181230295,41.416696296706164,0.5337727152484443,61.500235462120656,29.183115498868144,0.5254795568402567,78.58368076052253,37.62967689874412,0.5211513946770485
9,109.37601396938015,41.89894679197191,0.6169274096840391,131.2513119495232,52.39589316729136,0.6007971202276663,87.50087791134038,36.292618398349106,0.5852313115783467,113.75120372263729,48.701047358238085,0.5718633658612133,78.75072722231579,34.48556632178435,0.5620920260792678,100.62608337206441,44.58362139176135,0.5569375891018225
10,122.91832632174388,47.80115945435564,0.6111144012495763,147.50215882491742,59.828001161099024,0.5943922994798638,98.33477819810548,41.50966637926693,0.577873928660638,127.83531568797216,55.80404785102865,0.5634691399429541,88.50119030857627,39.57448272901915,0.5528366482437658,113.08510073018633,51.20523001256943,0.5471972255987801
11,125.00095733728469,67.49521458342879,0.46004235541267274,150.00123569254907,83.46747963642555,0.44355464815358214,100.00082616374121,57.27431488463577,0.42726150837659743,130.00109804019215,76.30386214732064,0.41305206718009657,90.00068659344421,53.7696213607968,0.40256425063182577,115.00090634874903,69.34530532481767,0.39700191550066977
12,114.5839674869421,71.32264701397135,0.37755119174940827,137.500811216337,87.78637290270697,0.3615573496935721,91.66720947667525,59.945608093522345,0.346051712988223,119.16741941910747,79.5206146871881,0.3326982561157083,82.50045479818121,55.85928357738747,0.32292144123138866,105.41738309748565,71.91997318706157,0.31775965082604035
13,91.66698348605667,65.7686843309496,0.2825258634826246,110.00040317421733,80.58259816655199,0.26743354371198996,73.3336035832353,54.7526951133138,0.25337502169264686,95.33373528677343,72.30212067732708,0.24158924816337773,66.00022720743556,50.61493848876738,0.2331095688481201,84.33378595972802,65.04860837409967,0.22867660288535546
14,62.500201309858525,50.394213494753615,0.19369512360531718,75.00025876927558,61.536026525645454,0.17952241283881928,50.00017366286521,41.651900809648694,0.16696481116600828,65.00026789898666,54.808199787309455,0.15680031504029487,45.00014436772446,38.26560563918396,0.1496558756132604,57.50032045404197,49.10695390275711,0.14597064379487484
15,28.124947722375996,28.124947722375996,0.0,33.749932591829186,33.749932591829186,0.0,22.49995479113874,22.49995479113874,0.0,29.249932283281623,29.249932283281623,0.0,20.249962511919197,20.249962511919197,0.0,25.874924409039725,25.874924409039725,0.0
16,3.1250322945954254,3.1250322945954254,0.0,3.7500421409576647,3.7500421409576647,0.0,2.500028276789892,2.500028276789892,0.0,3.2500425487383495,3.2500425487383495,0.0,2.2500231591699116,2.2500231591699116,0.0,2.8750471329296334,2.8750471329296334,0.0
17,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
18,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
19,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
20,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
21,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
22,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
23,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
