hora,P_disponivel_kw_816,P_gerada_kw_816,rho_816,P_disponivel_kw_824,P_gerada_kw_824,rho_824,P_disponivel_kw_828,P_gerada_kw_828,rho_828,P_disponivel_kw_830,P_gerada_kw_830,rho_830,P_disponivel_kw_850,P_gerada_kw_850,rho_850,P_disponivel_kw_832,P_gerada_kw_832,rho_832
0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
1,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
2,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
3,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
4,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
5,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
6,15.625241782068514,15.625241782068514,0.0,18.7503236717592,18.7503236717592,0.0,12.500217712144039,12.500217712144039,0.0,16.250349249231203,16.250349249231203,0.0,11.250173385025839,11.250173385025839,0.0,14.375428037447017,14.375428037447017,0.0
7,46.87517293313687,18.4544650930608,0.6063061750123313,56.25022149623055,22.895648310914794,0.5929678298496066,37.5001485947879,15.439265064869101,0.5882878706873661,48.75022589866941,20.167331470620585,0.5863130351421559,33.75012402307615,13.940052769635358,0.5869628941350818,43.12526281682057,17.917763726968005,0.5845181137538861
8,85.41699504590002,37.575092999551416,0.5600981307126949,102.50042164558528,46.500925352793416,0.5463342647693252,68.33361538739133,31.327847756202395,0.541545545948539,88.83371832281877,40.92159212415471,0.5393461275386566,61.50023552155359,28.29122366400027,0.5399818306964623,78.5836811649965,36.36271473704731,0.5372739015658601
9,109.37601261961012,43.75240206176535,0.5999817049350545,131.2513101698253,54.34959643583991,0.5859119282798726,87.50087672068106,36.662437749171986,0.5810048667989471,113.75120213958651,47.92868642835769,0.5786533086366309,78.75072625417243,33.1272922761227,0.5793398119724404,100.62608216309101,42.5999845521791,0.5766505871997925
10,122.91832350340782,50.08110284010016,0.5925659774552494,147.50215508157982,62.20258690090543,0.5782936694921101,98.33477569044287,41.96508713334883,0.5732426224999483,127.8353122093504,54.86677570483924,0.5708010463119498,88.50118828704234,37.927914204756824,0.5714417165596182,113.08509772410312,48.75306041562925,0.5688815738129929
11,125.000957410658,69.78230748740866,0.4417457769683928,150.00123586887204,85.87738616445634,0.4274887655782949,100.00082629824593,57.76201402514082,0.4223845879787744,130.00109901172726,75.38790960522576,0.42009784229987257,90.00068664607768,52.13235117570922,0.4207560326223912,115.0009091970222,66.93380348436642,0.417971416621966
12,114.58396775366998,73.2547155854345,0.36068962198508364,137.50081166948559,89.85663981033832,0.34650098226079745,91.6672097982258,60.368905361138516,0.3414339841298123,119.16742071355038,78.77005245399819,0.33899668941004646,82.50045498953021,54.46447429101602,0.3398281576290371,105.41738632628494,69.88908826293411,0.3370249235190704
13,91.6669843026286,67.08185008974723,0.2682004947600542,110.00040433016447,82.02422952210755,0.25432788254076377,73.33360437066911,55.04440233977712,0.24939724238712765,95.33373699566206,71.772513012524,0.24714459571358777,66.0002277931238,49.63945752041968,0.2478895621284502,84.33378897395897,63.64870241439071,0.24527626955521278
14,62.500202199746624,51.132568913635396,0.18188150580202053,75.00025998011198,62.385967974254854,0.16818993426636603,50.00017447959738,41.823999840892235,0.16352287867047488,65.00026931172263,54.50952329223466,0.1613953671752776,45.00014500596462,37.70635883671085,0.1620835756783503,57.500322402364624,48.31959334973659,0.1596638699002194
15,28.12494775993489,28.12494775993489,0.0,33.74993264197062,33.74993264197062,0.0,22.499954824847904,22.499954824847904,0.0,29.249932336395275,29.249932336395275,0.0,20.2499625388547,20.2499625388547,0.0,25.874924472170722,25.874924472170722,0.0
16,3.125032294596344,3.125032294596344,0.0,3.7500421409588656,3.7500421409588656,0.0,2.5000282767906974,2.5000282767906974,0.0,3.2500425487395646,3.2500425487395646,0.0,2.2500231591705697,2.2500231591705697,0.0,2.8750471329309826,2.8750471329309826,0.0
17,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
18,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
19,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
20,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
21,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
22,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
23,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
