hora,800,802,806,808,810,812,812r,814,816,818,820,822,824,826,828,830,832,834,836,838,840,842,844,846,848,850,852,852r,854,856,858,860,862,864
0,1.0505970659065016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.0505970903489994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1.0505949800956955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1.0505949776249717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1.0505970879234294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1.05063939179868,1.0505191271120267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1.0506384889471005,1.050565999119799,1.0505296461306293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1.05069061092974,1.0506708002277356,1.0506691602155216,1.050797688513331,,1.0506666547575183,1.0507277405691697,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1.050614803718574,1.050594840529205,1.050594851604689,1.0507796092573651,,1.0506690153977742,1.0507242388364544,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1.0505897992298554,1.05056959414651,1.0505700285238675,1.050771335812688,,1.0506675627141076,1.0507208417770721,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1.05056474511834,1.0505442542169137,1.0505450829754257,1.050762488342488,,1.050665223210587,1.0507165547227322,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,1.0507414406539928,,1.0506705754716206,1.050716096533092,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,1.050736102355654,,1.0506680883679256,1.0507126280290342,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1.05050186071383,,,1.0507415468359664,,1.0506629231067548,1.0507093774575873,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1.0505646358889416,1.0505444233232093,1.0505454383986796,1.0507662697028164,,1.0506728835130879,1.0507242135641401,1.0505004162433014,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
